"Ed Dâmoûr","Ed Damour","33.7333","35.4500","Lebanon","LB","LBN","Mont-Liban","","10000","1422987773"
"Butha-Buthe","Butha-Buthe","-28.7833","28.2333","Lesotho","LS","LSO","Butha-Buthe","admin","10000","1426574356"
"Ghadāmis","Ghadamis","30.1333","9.5000","Libya","LY","LBY","Nālūt","","10000","1434013321"
"Belavabary","Belavabary","-18.8200","48.0081","Madagascar","MG","MDG","Toamasina","","10000","1450323665"
"Mahabako","Mahabako","-21.7490","47.7141","Madagascar","MG","MDG","Fianarantsoa","","10000","1450602617"
"Boanamary","Boanamary","-15.8325","46.3205","Madagascar","MG","MDG","Mahajanga","","10000","1450000246"
"Morafeno","Morafeno","-21.2033","47.2881","Madagascar","MG","MDG","Fianarantsoa","","10000","1450789290"
"Esira","Esira","-24.3311","46.7066","Madagascar","MG","MDG","Toliara","","10000","1450103451"
"Sandravinany","Sandravinany","-24.0406","47.4416","Madagascar","MG","MDG","Fianarantsoa","","10000","1450455975"
"Bedidy","Bedidy","-17.4701","48.0232","Madagascar","MG","MDG","Mahajanga","","10000","1450144441"
"Vohitrafeno","Vohitrafeno","-21.6667","47.2167","Madagascar","MG","MDG","Fianarantsoa","","10000","1450638566"
"Daraina","Daraina","-13.2048","49.6617","Madagascar","MG","MDG","Antsiranana","","10000","1450505379"
"Masiaboay","Masiaboay","-23.9002","44.4638","Madagascar","MG","MDG","Toliara","","10000","1450226801"
"Ambatomivary","Ambatomivary","-23.8414","45.5703","Madagascar","MG","MDG","Toliara","","10000","1450847805"
"Ambodisikidy","Ambodisikidy","-14.2486","48.4804","Madagascar","MG","MDG","Mahajanga","","10000","1450041005"
"Ambohimiarivo","Ambohimiarivo","-19.8535","47.1574","Madagascar","MG","MDG","Antananarivo","","10000","1450510741"
"Bekodoka","Bekodoka","-16.9695","45.1045","Madagascar","MG","MDG","Mahajanga","","10000","1450176213"
"Maroharatra","Maroharatra","-20.7306","47.7681","Madagascar","MG","MDG","Fianarantsoa","","10000","1450765892"
"Ambararatabe","Ambararatabe","-18.9865","46.1909","Madagascar","MG","MDG","Antananarivo","","10000","1450180554"
"Ambatomifanongoa","Ambatomifanongoa","-20.2612","46.9326","Madagascar","MG","MDG","Fianarantsoa","","10000","1450751314"
"Ambohitrambo","Ambohitrambo","-18.9167","47.1833","Madagascar","MG","MDG","Antananarivo","","10000","1450876774"
"Ebelo","Ebelo","-24.4825","46.0284","Madagascar","MG","MDG","Toliara","","10000","1450395346"
"Tsararano","Tsararano","-17.3443","46.3513","Madagascar","MG","MDG","Mahajanga","","10000","1450417123"
"Analalava","Analalava","-14.6333","47.7500","Madagascar","MG","MDG","Mahajanga","","10000","1450593312"
"Lohafary","Lohafary","-23.2552","47.4276","Madagascar","MG","MDG","Fianarantsoa","","10000","1450370124"
"Vatana","Vatana","-22.2323","47.7464","Madagascar","MG","MDG","Fianarantsoa","","10000","1450089974"
"Antsoantany","Antsoantany","-19.7221","47.1657","Madagascar","MG","MDG","Antananarivo","","10000","1450425748"
"Ambovonomby","Ambovonomby","-14.4132","49.0156","Madagascar","MG","MDG","Mahajanga","","10000","1450681597"
"Isahara","Isahara","-23.7200","47.3554","Madagascar","MG","MDG","Fianarantsoa","","10000","1450953236"
"Ambodivoara","Ambodivoara","-14.3394","49.9794","Madagascar","MG","MDG","Antsiranana","","10000","1450201923"
"Vodiriana","Vodiriana","-19.1832","48.5711","Madagascar","MG","MDG","Toamasina","","10000","1450696407"
"Ambohimahazo","Ambohimahazo","-20.6878","47.0695","Madagascar","MG","MDG","Fianarantsoa","","10000","1450127672"
"Ambodimadiro","Ambodimadiro","-14.5298","48.0013","Madagascar","MG","MDG","Mahajanga","","10000","1450696030"
"Andranambolava","Andranambolava","-20.9082","48.2756","Madagascar","MG","MDG","Fianarantsoa","","10000","1450035681"
"Marosakoa","Marosakoa","-16.1742","46.7525","Madagascar","MG","MDG","Mahajanga","","10000","1450329712"
"Amborompotsy","Amborompotsy","-20.6067","46.2462","Madagascar","MG","MDG","Fianarantsoa","","10000","1450347473"
"Soavimbahoaka","Soavimbahoaka","-18.6796","46.1006","Madagascar","MG","MDG","Antananarivo","","10000","1450132575"
"Erada","Erada","-25.2858","45.9479","Madagascar","MG","MDG","Toliara","","10000","1450445001"
"Mahabe","Mahabe","-17.0844","45.3234","Madagascar","MG","MDG","Mahajanga","","10000","1450085572"
"Mahabo-Mananivo","Mahabo-Mananivo","-23.1852","47.6787","Madagascar","MG","MDG","Fianarantsoa","","10000","1450871023"
"Miary-Taheza","Miary-Taheza","-23.1360","44.6272","Madagascar","MG","MDG","Toliara","","10000","1450731758"
"Ankadindambo","Ankadindambo","-21.3767","47.1247","Madagascar","MG","MDG","Fianarantsoa","","10000","1450657492"
"Antaretra","Antaretra","-21.0792","47.8503","Madagascar","MG","MDG","Fianarantsoa","","10000","1450713889"
"Betrandraka","Betrandraka","-17.0365","47.5524","Madagascar","MG","MDG","Mahajanga","","10000","1450299932"
"Amparihy","Amparihy","-15.6745","47.1245","Madagascar","MG","MDG","Mahajanga","","10000","1450241299"
"Tanamarina","Tanamarina","-21.5717","45.9365","Madagascar","MG","MDG","Fianarantsoa","","10000","1450528963"
"Sahanivotry-Manandona","Sahanivotry-Manandona","-20.1210","47.0778","Madagascar","MG","MDG","Antananarivo","","10000","1450219332"
"Andranomenatsa","Andranomenatsa","-23.2500","44.6167","Madagascar","MG","MDG","Toliara","","10000","1450593069"
"Ambodimandresy","Ambodimandresy","-14.7853","48.0976","Madagascar","MG","MDG","Mahajanga","","10000","1450907900"
"Anontsibe-Sakalava","Anontsibe-Sakalava","-21.3765","44.4679","Madagascar","MG","MDG","Toliara","","10000","1450810340"
"Amparihitsokatra","Amparihitsokatra","-17.5286","48.5728","Madagascar","MG","MDG","Toamasina","","10000","1450080667"
"Ambatolava","Ambatolava","-23.5667","47.3000","Madagascar","MG","MDG","Fianarantsoa","","10000","1450777650"
"Ankerana","Ankerana","-21.0310","47.1276","Madagascar","MG","MDG","Fianarantsoa","","10000","1450047742"
"Sihanamaro","Sihanamaro","-25.1789","45.7733","Madagascar","MG","MDG","Toliara","","10000","1450305004"
"Vinanitelo","Vinanitelo","-21.7167","47.2667","Madagascar","MG","MDG","Fianarantsoa","","10000","1450114171"
"Vinanitelo","Vinanitelo","-22.0142","47.7390","Madagascar","MG","MDG","Fianarantsoa","","10000","1450156601"
"Ifarantsa","Ifarantsa","-24.9329","46.8630","Madagascar","MG","MDG","Toliara","","10000","1450270852"
"Miarinarivo","Miarinarivo","-22.0877","47.0576","Madagascar","MG","MDG","Fianarantsoa","","10000","1450277014"
"Ampasimazava","Ampasimazava","-17.6806","49.1375","Madagascar","MG","MDG","Toamasina","","10000","1450568333"
"Vohitany","Vohitany","-24.1441","44.7602","Madagascar","MG","MDG","Toliara","","10000","1450985540"
"Vohitsaoka","Vohitsaoka","-22.0357","46.7262","Madagascar","MG","MDG","Fianarantsoa","","10000","1450660197"
"Andranopasy","Andranopasy","-21.2799","43.7354","Madagascar","MG","MDG","Toliara","","10000","1450818607"
"Beheloka","Beheloka","-23.9122","43.6689","Madagascar","MG","MDG","Toliara","","10000","1450950058"
"Ankirondro","Ankirondro","-19.6453","44.5930","Madagascar","MG","MDG","Toliara","","10000","1450343397"
"Tamponala","Tamponala","-19.3042","46.4078","Madagascar","MG","MDG","Antananarivo","","10000","1450730146"
"Ambatolahy","Ambatolahy","-22.5268","46.0083","Madagascar","MG","MDG","Fianarantsoa","","10000","1450502699"
"Katsepy","Katsepy","-15.7617","46.2442","Madagascar","MG","MDG","Mahajanga","","10000","1450252014"
"Vondrozo","Vondrozo","-22.8208","47.3198","Madagascar","MG","MDG","Fianarantsoa","","10000","1450832366"
"Tanambao-Daoud","Tanambao-Daoud","-13.9862","50.1129","Madagascar","MG","MDG","Antsiranana","","10000","1450000216"
"Sahatona-Tamboharivo","Sahatona-Tamboharivo","-20.9623","47.0988","Madagascar","MG","MDG","Fianarantsoa","","10000","1450124769"
"Beanana","Beanana","-17.3730","48.4315","Madagascar","MG","MDG","Toamasina","","10000","1450709349"
"Soatanana","Soatanana","-21.3833","46.9167","Madagascar","MG","MDG","Fianarantsoa","","10000","1450865191"
"Ampitahana","Ampitahana","-21.0452","47.1844","Madagascar","MG","MDG","Fianarantsoa","","10000","1450688601"
"Anosimparihy","Anosimparihy","-21.5061","47.9925","Madagascar","MG","MDG","Fianarantsoa","","10000","1450447380"
"Ambalanjanakomby","Ambalanjanakomby","-16.6981","47.0700","Madagascar","MG","MDG","Mahajanga","","10000","1450821290"
"Zoma-Bealoka","Zoma-Bealoka","-18.8523","47.0575","Madagascar","MG","MDG","Antananarivo","","10000","1450875060"
"Jangany","Jangany","-22.8611","45.7922","Madagascar","MG","MDG","Toliara","","10000","1450631726"
"Ianapera","Ianapera","-23.6208","45.1427","Madagascar","MG","MDG","Toliara","","10000","1450881994"
"Ambahatrazo","Ambahatrazo","-21.8586","47.9047","Madagascar","MG","MDG","Fianarantsoa","","10000","1450118510"
"Fanjakana","Fanjakana","-21.1814","46.8898","Madagascar","MG","MDG","Fianarantsoa","","10000","1450594461"
"Mora","Mora","14.3283","-4.6045","Mali","ML","MLI","Mopti","","10000","1466150735"
"Putao","Putao","27.3258","97.4225","Burma","MM","MMR","Kachin State","","10000","1104007518"
"China","China","25.7033","-99.2365","Mexico","MX","MEX","Nuevo León","minor","10000","1484761202"
"Padang Besar","Padang Besar","6.6623","100.3142","Malaysia","MY","MYS","Perlis","","10000","1458304939"
"Závora","Zavora","-24.5150","35.1997","Mozambique","MZ","MOZ","Inhambane","","10000","1508814998"
"Al Mazyūnah","Al Mazyunah","17.8486","52.6200","Oman","OM","OMN","Z̧ufār","minor","10000","1512004977"
"Surmon Chogga Grong","Surmon Chogga Grong","35.1518","76.4454","Pakistan","PK","PAK","Gilgit-Baltistan","","10000","1586445471"
"Basla","Basla","33.3833","73.3167","Pakistan","PK","PAK","Punjab","","10000","1586287583"
"Bunji","Bunji","35.6422","74.6336","Pakistan","PK","PAK","Gilgit-Baltistan","","10000","1586909748"
"Ghota Fatehgarh","Ghota Fatehgarh","32.0900","74.7800","Pakistan","PK","PAK","Punjab","","10000","1586256175"
"Setúbal","Setubal","38.5243","-8.8926","Portugal","PT","PRT","Setúbal","admin","10000","1620174557"
"Diabougou","Diabougou","14.5431","-12.2186","Senegal","SN","SEN","Tambacounda","","10000","1686174513"
"Koumpentoum","Koumpentoum","13.9833","-14.5667","Senegal","SN","SEN","Tambacounda","","10000","1686285510"
"Gadoon","Gadoon","5.6920","46.6764","Somalia","SO","SOM","Galguduud","","10000","1706085622"
"Corinto","Corinto","13.8167","-87.9667","El Salvador","SV","SLV","Morazán","","10000","1222976576"
"Murgap","Murgap","37.4964","61.9739","Turkmenistan","TM","TKM","Mary","","10000","1795747825"
"Kadama","Kadama","1.0167","33.8803","Uganda","UG","UGA","Kibuku","","10000","1800484552"
"Bukomansimbi","Bukomansimbi","-0.1667","31.6186","Uganda","UG","UGA","Bukomansimbi","admin","10000","1800146127"
"Xishrov","Xishrov","39.6383","66.8897","Uzbekistan","UZ","UZB","Samarqand","","10000","1860278182"
"Oyim","Oyim","40.8242","72.7414","Uzbekistan","UZ","UZB","Andijon","","10000","1860819147"
"Rāmamangalam","Ramamangalam","9.9333","76.5000","India","IN","IND","Kerala","","9999","1356235062"
"Bishunpur","Bishunpur","25.8029","85.9886","India","IN","IND","Bihār","","9999","1356015457"
"Kolno","Kolno","53.4106","21.9339","Poland","PL","POL","Podlaskie","minor","9999","1616110330"
"Bomareddipalli","Bomareddipalli","18.7044","79.1568","India","IN","IND","Andhra Pradesh","","9998","1356564798"
"Fairmount","Fairmount","43.0414","-76.2485","United States","US","USA","New York","","9998","1840000377"
"Czersk Pomorski","Czersk Pomorski","53.7928","17.9739","Poland","PL","POL","Pomorskie","","9997","1616943877"
"Saint-Pierre-du-Mont","Saint-Pierre-du-Mont","43.8833","-0.5183","France","FR","FRA","Nouvelle-Aquitaine","","9996","1250835528"
"Rakhwāri","Rakhwari","26.3603","86.2882","India","IN","IND","Bihār","","9996","1356451936"
"Atri","Atri","42.5833","13.9833","Italy","IT","ITA","Abruzzo","","9996","1380722588"
"Melendugno","Melendugno","40.2667","18.3333","Italy","IT","ITA","Puglia","","9996","1380529808"
"Malaya Vishera","Malaya Vishera","58.8500","32.2333","Russia","RU","RUS","Novgorodskaya Oblast’","minor","9996","1643002504"
"Struthers","Struthers","41.0510","-80.5920","United States","US","USA","Ohio","","9995","1840003562"
"Kösching","Kosching","48.8167","11.5000","Germany","DE","DEU","Bavaria","","9994","1276577514"
"Kippax","Kippax","53.7669","-1.3705","United Kingdom","GB","GBR","Leeds","","9994","1826981453"
"Vilpatti","Vilpatti","10.2672","77.5014","India","IN","IND","Tamil Nādu","","9994","1356206036"
"Digora","Digora","43.1581","44.1569","Russia","RU","RUS","North Ossetia","minor","9994","1643075544"
"San Marcos","San Marcos","9.6703","-84.0092","Costa Rica","CR","CRI","San José","","9993","1188432245"
"Euxton","Euxton","53.6620","-2.6740","United Kingdom","GB","GBR","Lancashire","","9993","1826461548"
"Erraballa","Erraballa","14.3971","78.1744","India","IN","IND","Andhra Pradesh","","9993","1356007553"
"Pāikpāra","Paikpara","24.3149","87.8503","India","IN","IND","West Bengal","","9993","1356378672"
"Takad Sahel","Takad Sahel","30.2500","-9.5500","Morocco","MA","MAR","Souss-Massa","","9993","1504426241"
"Birkenau","Birkenau","49.5625","8.7069","Germany","DE","DEU","Hesse","","9992","1276778911"
"Saint-Grégoire","Saint-Gregoire","48.1517","-1.6850","France","FR","FRA","Bretagne","","9992","1250834963"
"Fatehābād","Fatehabad","31.3811","75.0996","India","IN","IND","Punjab","","9992","1356555001"
"Woodbury","Woodbury","39.8379","-75.1524","United States","US","USA","New Jersey","","9992","1840001527"
"Cambridge","Cambridge","45.5612","-93.2283","United States","US","USA","Minnesota","","9992","1840006692"
"Yādwād","Yadwad","16.2400","75.1800","India","IN","IND","Karnātaka","","9991","1356708135"
"Monteriggioni","Monteriggioni","43.3670","11.2180","Italy","IT","ITA","Tuscany","","9991","1380529718"
"Marton","Marton","54.5372","-1.2047","United Kingdom","GB","GBR","Middlesbrough","","9990","1826705697"
"Ketugrām","Ketugram","23.7017","88.0439","India","IN","IND","West Bengal","","9990","1356142528"
"Älta","Alta","59.2667","18.1833","Sweden","SE","SWE","Stockholm","","9989","1752413057"
"Serris","Serris","48.8456","2.7878","France","FR","FRA","Île-de-France","","9988","1250685279"
"Schlitz","Schlitz","50.6667","9.5667","Germany","DE","DEU","Hesse","","9987","1276405370"
"Rangamāti","Rangamati","26.8076","89.4572","India","IN","IND","West Bengal","","9987","1356348693"
"Outat Oulad Al Haj","Outat Oulad Al Haj","33.3333","-3.6833","Morocco","MA","MAR","Fès-Meknès","","9987","1504806480"
"Praia do Carvoeiro","Praia do Carvoeiro","37.1000","-8.4667","Portugal","PT","PRT","Faro","","9987","1620666686"
"Stenungsund","Stenungsund","58.0833","11.8167","Sweden","SE","SWE","Västra Götaland","minor","9987","1752961653"
"Salemi","Salemi","37.8167","12.8000","Italy","IT","ITA","Sicilia","","9986","1380693933"
"Barkly East","Barkly East","-30.9681","27.5933","South Africa","ZA","ZAF","Eastern Cape","","9986","1710127191"
"Kapyl","Kapyl","53.1500","27.0917","Belarus","BY","BLR","Minskaya Voblasts’","minor","9985","1112976876"
"Ben N’Choud","Ben N'Choud","36.8622","3.8806","Algeria","DZ","DZA","Boumerdes","","9985","1012044380"
"Fateha","Fateha","25.6073","85.8669","India","IN","IND","Bihār","","9985","1356664955"
"Kengarai","Kengarai","11.4144","76.9277","India","IN","IND","Tamil Nādu","","9985","1356649330"
"Pullambādi","Pullambadi","10.9667","78.9167","India","IN","IND","Tamil Nādu","","9985","1356106831"
"Chada","Chada","17.4992","79.0756","India","IN","IND","Andhra Pradesh","","9984","1356051593"
"Dilra","Dilra","29.0430","78.7500","India","IN","IND","Uttar Pradesh","","9984","1356273624"
"Jefferson","Jefferson","29.9609","-90.1554","United States","US","USA","Louisiana","","9984","1840013986"
"Aşağı Ayıblı","Asagi Ayibli","40.9347","45.8261","Azerbaijan","AZ","AZE","Tovuz","","9983","1031116600"
"Bad Bevensen","Bad Bevensen","53.0792","10.5833","Germany","DE","DEU","Lower Saxony","","9983","1276837566"
"Oldenburg in Holstein","Oldenburg in Holstein","54.3000","10.8833","Germany","DE","DEU","Schleswig-Holstein","","9983","1276671809"
"Inungūr","Inungur","10.8507","78.4889","India","IN","IND","Tamil Nādu","","9983","1356226645"
"Simri","Simri","26.3825","86.1705","India","IN","IND","Bihār","","9983","1356089842"
"Nohfelden","Nohfelden","49.5667","7.1500","Germany","DE","DEU","Saarland","","9982","1276779252"
"Galleh Dār","Galleh Dar","27.6578","52.6594","Iran","IR","IRN","Fārs","","9982","1364264493"
"Lenīnskīy","Leninskiy","52.2528","76.7789","Kazakhstan","KZ","KAZ","Pavlodar","","9982","1398857054"
"Maḩajjah","Mahajjah","32.9563","36.2206","Syria","SY","SYR","Dar‘ā","","9982","1760190111"
"Winfield","Winfield","41.8787","-88.1507","United States","US","USA","Illinois","","9982","1840011410"
"Gūlyam","Gulyam","15.3598","77.0670","India","IN","IND","Andhra Pradesh","","9981","1356714085"
"Hosur","Hosur","15.8201","74.9301","India","IN","IND","Karnātaka","","9981","1356802606"
"Crikvenica","Crikvenica","45.1737","14.6924","Croatia","HR","HRV","Primorsko-Goranska Županija","minor","9980","1191344167"
"Itikalapalle","Itikalapalle","14.6013","77.6582","India","IN","IND","Andhra Pradesh","","9980","1356091263"
"Paināl","Painal","25.5900","84.9304","India","IN","IND","Bihār","","9979","1356753434"
"Madhuban","Madhuban","25.8948","87.1093","India","IN","IND","Bihār","","9979","1356178356"
"Willoughby Hills","Willoughby Hills","41.5873","-81.4333","United States","US","USA","Ohio","","9979","1840000548"
"Ribadeo","Ribadeo","43.5336","-7.0403","Spain","ES","ESP","Galicia","","9978","1724577881"
"Sulęcin","Sulecin","52.4500","15.1167","Poland","PL","POL","Lubuskie","minor","9978","1616859082"
"Yueyaquan","Yueyaquan","40.1256","94.6632","China","CN","CHN","Gansu","","9977","1156428033"
"Sweet Home","Sweet Home","44.4023","-122.7028","United States","US","USA","Oregon","","9977","1840021253"
"El Cairo","El Cairo","4.7500","-76.2500","Colombia","CO","COL","Valle del Cauca","minor","9976","1170273914"
"Kanyāna","Kanyana","12.9000","75.0300","India","IN","IND","Karnātaka","","9976","1356183073"
"Maḩalleh-ye Shīrīnū","Mahalleh-ye Shirinu","27.6256","52.4750","Iran","IR","IRN","Būshehr","","9976","1364055893"
"Fort Stewart","Fort Stewart","31.8811","-81.6131","United States","US","USA","Georgia","","9976","1840073839"
"Cape Canaveral","Cape Canaveral","28.3933","-80.6049","United States","US","USA","Florida","","9976","1840015091"
"Waltenhofen","Waltenhofen","47.6667","10.3000","Germany","DE","DEU","Bavaria","","9975","1276889694"
"Ringkøbing","Ringkobing","56.0864","8.2487","Denmark","DK","DNK","Midtjylland","minor","9975","1208388471"
"Tansandra","Tansandra","13.0554","77.6342","India","IN","IND","Karnātaka","","9975","1356605610"
"Columbia City","Columbia City","41.1612","-85.4855","United States","US","USA","Indiana","","9975","1840007140"
"Hamilton","Hamilton","-37.7333","142.0167","Australia","AU","AUS","Victoria","","9974","1036699883"
"Bolsward","Bolsward","53.0667","5.5333","Netherlands","NL","NLD","Fryslân","","9974","1528220988"
"Valdobbiadene","Valdobbiadene","45.9163","12.0142","Italy","IT","ITA","Veneto","","9973","1380856258"
"Quinto di Treviso","Quinto di Treviso","45.6500","12.1667","Italy","IT","ITA","Veneto","","9973","1380847513"
"Erenler","Erenler","38.8197","30.5406","Turkey","TR","TUR","Afyonkarahisar","","9973","1792934022"
"São Tomé","Sao Tome","-5.9728","-36.0750","Brazil","BR","BRA","Rio Grande do Norte","minor","9972","1076775707"
"Inami","Inami","36.5602","136.9710","Japan","JP","JPN","Toyama","","9972","1392140229"
"Tsunō","Tsuno","32.2564","131.5597","Japan","JP","JPN","Miyazaki","","9972","1392643881"
"San Nicolas Buenos Aires","San Nicolas Buenos Aires","19.1667","-97.5500","Mexico","MX","MEX","Puebla","","9972","1484819352"
"Barda","Barda","56.9167","55.5833","Russia","RU","RUS","Permskiy Kray","minor","9972","1643300436"
"Ivančice","Ivancice","49.1014","16.3775","Czechia","CZ","CZE","Jihomoravský Kraj","","9971","1203249406"
"Bhawānīpur","Bhawanipur","26.2385","86.0995","India","IN","IND","Bihār","","9971","1356953689"
"Barano d’Ischia","Barano d'Ischia","40.7167","13.9167","Italy","IT","ITA","Campania","","9971","1380481625"
"Bay St. Louis","Bay St. Louis","30.3281","-89.3774","United States","US","USA","Mississippi","","9971","1840013951"
"Kinnelon","Kinnelon","40.9847","-74.3862","United States","US","USA","New Jersey","","9971","1840000952"
"Boundji","Boundji","-1.0264","15.3478","Congo (Brazzaville)","CG","COG","Cuvette","","9970","1178804816"
"Bananal","Bananal","-22.6839","-44.3228","Brazil","BR","BRA","São Paulo","minor","9969","1076455705"
"Dumri","Dumri","25.4750","85.0913","India","IN","IND","Bihār","","9969","1356005039"
"Māmobihāt","Mamobihat","26.1466","86.1747","India","IN","IND","Bihār","","9969","1356743964"
"Casino","Casino","-28.8667","153.0500","Australia","AU","AUS","New South Wales","","9968","1036855900"
"Kottaipatti","Kottaipatti","10.1533","77.7315","India","IN","IND","Tamil Nādu","","9968","1356227800"
"Gaolingcun","Gaolingcun","40.6003","117.1072","China","CN","CHN","Beijing","","9967","1156279592"
"Tzucacab","Tzucacab","20.0708","-89.0506","Mexico","MX","MEX","Yucatán","","9967","1484877569"
"West Point","West Point","33.6064","-88.6572","United States","US","USA","Mississippi","","9967","1840015681"
"West Glens Falls","West Glens Falls","43.3057","-73.6964","United States","US","USA","New York","","9967","1840004184"
"Dujiashigou","Dujiashigou","37.7667","110.0667","China","CN","CHN","Shaanxi","","9966","1156189243"
"Vegachí","Vegachi","6.7731","-74.7994","Colombia","CO","COL","Antioquia","minor","9966","1170785667"
"Great Missenden","Great Missenden","51.7042","-0.7078","United Kingdom","GB","GBR","Buckinghamshire","","9966","1826171263"
"Erraguntlakota","Erraguntlakota","13.9622","79.2768","India","IN","IND","Andhra Pradesh","","9966","1356051675"
"Sîngera","Singera","46.9131","28.9775","Moldova","MD","MDA","Chişinău","","9966","1498679513"
"Alpu","Alpu","39.7667","30.9500","Turkey","TR","TUR","Eskişehir","minor","9966","1792508454"
"Tân Sơn","Tan Son","21.2600","106.2681","Vietnam","VN","VNM","Bắc Giang","","9966","1704224355"
"Cuesmes","Cuesmes","50.4362","3.9207","Belgium","BE","BEL","Wallonia","","9964","1056795347"
"Trebbin","Trebbin","52.2167","13.2000","Germany","DE","DEU","Brandenburg","","9964","1276041588"
"Aberaman","Aberaman","51.7008","-3.4267","United Kingdom","GB","GBR","Rhondda Cynon Taff","","9964","1826702294"
"Tokkavādi","Tokkavadi","11.3702","77.8412","India","IN","IND","Tamil Nādu","","9964","1356166662"
"Hiranai","Hiranai","40.9259","140.9559","Japan","JP","JPN","Aomori","","9964","1392363448"
"Arapgir","Arapgir","39.0333","38.4833","Turkey","TR","TUR","Malatya","minor","9964","1792675221"
"Roßtal","Rosstal","49.4000","10.8833","Germany","DE","DEU","Bavaria","","9963","1276297806"
"Kishunpur","Kishunpur","25.7947","86.8237","India","IN","IND","Bihār","","9963","1356145353"
"Kambaliyampatti","Kambaliyampatti","10.3671","78.1233","India","IN","IND","Tamil Nādu","","9963","1356216667"
"Şūfīān","Sufian","38.2775","45.9808","Iran","IR","IRN","Āz̄arbāyjān-e Sharqī","","9963","1364080315"
"Iwashita","Iwashita","32.6503","130.8114","Japan","JP","JPN","Kumamoto","","9963","1392528224"
"Anamã","Anama","-3.5800","-61.4039","Brazil","BR","BRA","Amazonas","minor","9962","1076345871"
"Fenoughil","Fenoughil","27.6028","-0.3056","Algeria","DZ","DZA","Adrar","","9962","1012179150"
"Chākicherla","Chakicherla","15.1127","80.0366","India","IN","IND","Andhra Pradesh","","9962","1356549672"
"San Calixto","San Calixto","8.4000","-73.2167","Colombia","CO","COL","Norte de Santander","minor","9961","1170279369"
"Birchington","Birchington","51.3770","1.3050","United Kingdom","GB","GBR","Kent","","9961","1826115786"
"Tutzing","Tutzing","47.9089","11.2814","Germany","DE","DEU","Bavaria","","9960","1276343820"
"Sagurē","Sagure","7.7500","39.1500","Ethiopia","ET","ETH","Oromīya","","9960","1231246746"
"Nairn","Nairn","57.5860","-3.8690","United Kingdom","GB","GBR","Highland","","9960","1826470405"
"Makale","Makale","-3.1000","119.8500","Indonesia","ID","IDN","Sulawesi Selatan","minor","9960","1360576738"
"Sūndekuppam","Sundekuppam","12.4567","78.2125","India","IN","IND","Tamil Nādu","","9960","1356245943"
"Kapasiāwān","Kapasiawan","25.2783","85.2869","India","IN","IND","Bihār","","9960","1356794248"
"Padinjārebāgam","Padinjarebagam","10.3222","76.1792","India","IN","IND","Kerala","","9959","1356145187"
"Khāndsa","Khandsa","28.4220","76.9900","India","IN","IND","Haryāna","","9959","1356116323"
"Bastak","Bastak","27.1953","54.3678","Iran","IR","IRN","Hormozgān","minor","9959","1364136861"
"Bertem","Bertem","50.8671","4.6361","Belgium","BE","BEL","Flanders","","9958","1056292340"
"Mahem","Mahem","15.5796","73.9260","India","IN","IND","Goa","","9958","1356236614"
"Teplodar","Teplodar","46.5036","30.3244","Ukraine","UA","UKR","Odeska Oblast","","9958","1804955869"
"Sankt Andrä","Sankt Andra","46.7667","14.8167","Austria","AT","AUT","Kärnten","","9957","1040740376"
"Handsworth","Handsworth","53.3700","-1.4000","United Kingdom","GB","GBR","Sheffield","","9957","1826233814"
"Tympáki","Tympaki","35.0667","24.7667","Greece","GR","GRC","Kríti","","9957","1300790482"
